A.+Bogdan A.C.+Dragodan
Norbert+Bugeja Robert+Bridges
Norman+MacCaig Roman+Culai
Norman+MacCaig%2C+din+%22Omul+aflat+%EEn+pozi%FEia+mea%22%2C+1 Norman+MacCaig
Novak+Erika Novalis
Novalis Noi
Nucu+Morar Ancu%FEa+Morar
Nuta+Craciun Luana+Craciun
Nu%FEa+Istrate+Gangan Ni%FEu+Constantin
Oana+Adriana+Alexandrescu Ramona+Alexandrescu
Oana+Alexandra+C%E3lin Diana+Alexandra+Sima
Oana+Fren%FEescu Ioan+Neni%FEescu
Oana+Hemen Daniela+Dermengi
Oana+Mangiurea Ana+Maria+Murzea
Oana+Ovidiu Ovidius
Oana+P%E3una Paul+P%E3un
Oana+Tonca Danila+Monica
Octav+Bibere Octav+Daniel
Octav+Daniel Nichita+Danilov
Octav+Golic Octavian+Goga
Octavia+Hristea Octavian+Mihalcea
Octavian+Anu%FEa Octavian+Goga
Octavian+Clement Octavian+Paler
Octavian+Dumitra%BAcu Octavian+Dumtrascu
Octavian+Dumtrascu Octavian+Dumitra%BAcu
Octavian+Goga Octavian+Soviany
Octavian+Isachi Octavian+Goga
Octavian+Lupascu Octavian+Dumtrascu
Octavian+Mihalcea Octavian+Paler
Octavian+Paler Octavian+Mihalcea
Octavian+S%E3rb%E3toare Octavian+Anu%FEa
Octavian+Soviany Octavian+Goga
Octavian-Sergiu+Ciurtin Octavian+Clement
Odilon-Jean+Perier Adriana+Petre
Odysseas+Elytis Kostas+Varnalis
Ogden+Nash Alden+Nowlan
Oleksa+Slisarenko Alexandru+Velisar
Olga+Alexandra+Diaconu Andra+Diaconu
Olga+Mircescu Elena+Meculescu
Olga+Savciuc Mihai+Stanciuc
Olga+%AAtefan Valentina+%AAtefan
Olga+V%E3duva Andreea+V%E3duva
Olgu%FEa+Lunca%BAu+Trifan Olgu%FEa+Trifan
Olgu%FEa+Trifan Olgu%FEa+Lunca%BAu+Trifan
Olivier+Deck Ovidiu+Kerekes
Omar+Khayyam Kay+Ryan
Oscar+Wilde Oscar+Williams
Oscar+Williams Oscar+Wilde
Osho Ogden+Nash
Osip+Mandel%BAtam Marcel+Vi%BAa
Oskar+Pastior Carmen+Pasat
Otilia+Altfater+Leopold Otilia+Leopold
Otilia+Biriuc Cecilia+Birca
Otilia+Br%E3du%FEeanu Ottilia+Ardeleanu
Otilia+Cazimir Otilia+Biriuc
Otilia+Leopold Otilia+Altfater+Leopold
Otilia+Rour Liliana+Roibu
Otoniel+Guevara Daniela+Varvara
Ottilia+Ardeleanu Iulia+Ardelean
Ouyang+Xiu Chuang+Tzu
Ovid+Densusianu Ovidiu+Densusianu
Ovidiu+Arsene Ovidius
Ovidiu+Cotei Ovidiu+Donis%E3
Ovidiu+Cristian+Dinic%E3 Ovidiu+Oan%E3
Ovidiu+Densusianu Ovid+Densusianu
Ovidiu+Donis%E3 Ovidiu+Oan%E3
Ovidiu+Eugen+Grama Ovidiu+Genaru
Ovidiu+Genaru Ovidiu+Densusianu
Ovidiu+Hortopan Ovidiu+Cotei
Ovidiu+Kerekes Ovidiu+Arsene
Ovidiu+Oan%E3 Ovidiu+Donis%E3
Ovidiu+Scridon Ovidiu+Sinov
Ovidiu+Sinov Ovidiu+Scridon
Ovidiu+Vasile Ovidiu+Vasilescu+M%E3cin
Ovidiu+Vasilescu+M%E3cin Ovidiu+Vasile
Ovidius Ovidiu+Arsene
Oxana+Barbu Diana+Barbu
P.B.+Shelley Schiller
Pablo+Neruda Jan+Neruda
Paladi+Anatolie Paul+Alex
Pamela+Hall Paul+Callus
Pamela+Redmond+Satran Camelia+Stan
Panait+Cerna Larisa+Cernat
Papa+Ioan+Paul+al+II-lea Ion+Pascal+Vlad
Paramahansa+Yogananda Mariana+Moga
Passionaria+Stoicescu Adina+Stoicescu
Patricia+Lidia Cristina+Lila
Patrik+Ionu%FE+Mih%E3ilescu Maria+Mih%E3ilescu
Paul+Aelenei Paul+Aelenei+Jr.
Paul+Aelenei+Jr. Paul+Aelenei
Paul+Alex Paul+Aelenei
Paul+Avram Rodica+Avram
Paul+Bacosca Paul+Callus
Paul+Callus Paul+Celan
Paul+Celan Paul+Verlaine
Paul+Constantin Marius+Constantin
Paul+Dogaru Paul+Fort
Paul+Eluard Paul+Celan
Paul+Fort Paul+Dogaru
Paul+Gabriel+Sandu Manuel+Gabriel+Danca
Paul+Laurence+Dunbar Flavius+Laurian+Duverna
Paul+Leautaud Paul+Neuhuys
Paul+Neuhuys Paul+Leautaud
Paul+P%E3un Natalia+P%E3un
Paul+Polidor Paul+Fort
Paul+Preda+P%E3v%E3lache Laura+D%E3n%E3il%E3
Paul+Simon Maurya+Simon
Paul+T.+East Paul+Callus
Paul+Valery Paul+Alex
Paul+Verlaine Paul+Celan
Paula+Di%FE%E3 Diana+Ni%FE%E3
Paula+Hanes Paul+Celan
Pavel+Coru%FE Daniel+Corbu
Pavel+Gageanu Pavel+Stratan
Pavel+Ilica Pavel+Lic%E3
Pavel+Lic%E3 Pavel+Ilica
Pavel+Stratan Pavel+Gageanu
Pawel+Mendakiewicz Michal+Pietniewicz
Pedro+Salinas Herto+Valus
Pere+Besso Petre+Got
Perpessicius Pere+Besso
Petr+Hruska Petrarca
Petrarca Francesco+Petrarca
Petre+Chelu Petre+Conceatu
Petre+Conceatu Petric%E3+Conceatu
Petre+Cr%E3ciun Vera+Cr%E3ciun
Petre+Gigea-Gorun Petre+Got
Petre+Got Petre+Conceatu
Petre+Ioan+Cre%FEu Petru+Ioan+Cre%FEu
Petre+Ion+Florin+Vasilescu Florin+Vasilescu
Petre+Ivancu Petre+Conceatu
Petre+Prioteasa Petre+Got
Petre+Strihan Petre+Cr%E3ciun
Petric%E3+Conceatu Petre+Conceatu
Petri%BAor+Militaru Daniel+Petri%BAor+Dumitru
Petronela+Slavu Petre+Conceatu
Petronius+Arbiter Bertoni+D.+Albert
Petros+Duryan Denisa+Duran
Petru+C%E3rare Petru+Ioan+G%E2rda
Petru+Daniel+V%E3c%E3reanu Daniela+V%EElceanu
Petru+Hadbavnic Petru+Hobincu
Petru+Hobincu Petru+Hadbavnic
Petru+Ioan+Cre%FEu Petre+Ioan+Cre%FEu
Petru+Ioan+G%E2rda Petru+Ioan+Cre%FEu
Petru+Milo%BA Silvestru+Micl%E3u%BA
Petru+Pl%E3tic%E3 Petru+Daniel+V%E3c%E3reanu
Petru+Scutelnicu Vlad+Scutelnicu
Petru+Sebastian+Hamat Sebastian+Balaciu
Petru+Teodor Alexandru+Theodor
Petru%FE+P%E2rvescu Ionu%FE+S%E3vulescu
Petruta+Ionescu Violeta+Ionescu
Philip+Larkin William+Martin
Philippe+Chabaneix Philippe+Jaccottet
Philippe+Jaccottet Philippe+Chabaneix
Piatt%2C+Sarah+Morgan+Bryan Carla+Giorgiana+Odor
Pickthall+Marjorie%2C+1883-1922 John+Masefield%2C1878-1967
Pierre+de+Ronsard Pere+Besso
Pierre+Nothomb Petre+Got
Piet+Hein Petru+Hobincu
Piotr+Kasjas Mioara+Anastasiu
Piotr+Zemanek Violet+Fane
Plopeanu+Petrache Silviu+Petrache
Poemul+invectiv%E3 Pavel+Lic%E3
Pop+Carmen+Marina Ioan+Marginean
Pragya+Santini Paul+Constantin
Prin%FEul+Persiei Cr%E3i%FEa+Moroieni
Puiu+Cristea Adriana+Cristea
Pu%BAkin Cu%BAnir+Dorina
Qiu+Jin%2Calias+Ch%27iu+Chin%2Ceroin%E3+na%FEional%E3+a+Chinei Hermina-Paula+H%E3n%FE%E3gam
Qiu+Wei Qiwu+Qian
Qiwu+Qian Ai+Qing
Quinn Qiwu+Qian
Quintus+Ennius Dumitru+%DEiganiuc
R+Florin+Teo Florin+Deroxas
Rabia+al+Basri Gabriela+Ana+Balan
Rabindranath+Tagore Mariana+Cornea
Rada+Rancu Diana+Dancu
Radmila+Popovici Vavila+Popovici
Radu+Andrei+Cap%BAa Andrei+Vame%BA
Radu+B%E3e%BA Radu+Bunei
Radu+Boureanu Radu+Chiorean
Radu+Bucelea Radu+Bunei
Radu+Bunei Radu+Bucelea
Radu+Chiorean Radu+Boureanu
Radu+C%EErstea Radu+Chiorean
Radu+Ciu Radu+Ovnicu
Radu+D.+Rosetti C.A.+Rosetti
Radu+Gyr Radu+Herjeu
Radu+Herjeu Radu+Pietreanu
Radu+Ioan+Tudosan Radu+Tudosan
Radu+Ivan Radu+Sava
Radu+Liviu+Dan Radu+Ivan
Radu+Luca+Dupes Radu+Liviu+Dan
Radu+Mih%E3ilescu Maria+Mih%E3ilescu
Radu+Naie Radu+Ciu
Radu+Ovnicu Radu+Ciu
Radu+Pietreanu Radu+Boureanu
Radu+Sava Radu+Stanca
Radu+Stanca Radu+Sava
Radu+%AAtef%E3nescu Ana+%AAtef%E3nescu
Radu+Tudor+Ciornei Radu+Tudosan
Radu+Tudosan Radu+Ioan+Tudosan
Radu+Zaharescu Radu+Mih%E3ilescu
Radu-Florin+Moldovan Florin+Tudoran
Radut+Simina Radu+Stanca
Rafael+Alberti Dante+Alighieri
Ragnvald+Skrede Dan+Predescu
Rainer+Maria+Rilke Marius+Marian+Solea
Ralph+Burns Robert+Burns
Ralph+Hodgson Ralph+Waldo+Emerson
Ralph+Waldo+Emerson Ralph+Hodgson
Raluca+Alexandra+Pas%E3re Alexandra+Laz%E3r
Raluca+Georgescu Aura+Georgescu
Raluca+Ghiorghiscan Raluca+Georgescu
Raluca+Maria+Ganciu Ana+Maria+Zaiu
Raluca+Neagu Raluca+Oprea
Raluca+Oprea Raluca+Oprita
Raluca+Oprita Raluca+Oprea
Raluca+Potocean Raluca+Neagu
Raluca+Rusoiu Raluca+Rusu
Raluca+Rusu Raluca+Rusoiu
Raluca+%AAtefania+Mihai Raluca-%AAtefania+Mihai
Raluca+Turliu Raluca+Rusoiu
Raluca-Gabriela+Baditoiu Adrian-Gabriel+Bradu
Raluca-%AAtefania+Mihai Raluca+%AAtefania+Mihai
Ramaiana+Pana Mariana+Pancu
Ramona+Alexandrescu Ioan+Alexandru
Ramona+Corbu Ramona+Ros
Ramona+Irimie Riana+Irimie
Ramona+Kovacs Ramona+Ros
Ramona+Ros Ramona+Kovacs
Ramona+Zaharia Gina+Zaharia
Ramona-Elena+Chifan Maria+Elena+Chindea
Randy+Schutte Vlad+Scutelnicu
Raoul+Andreas+Horn Andreea+Ion
Rare%BA+Bogheanu Radu+Boureanu
Rare%BA+Farag%E3u Rare%BA+Bogheanu
Rare%BA-Andrei+Adam Rare%BA-Mircea+Jiga
Rare%BA-Mircea+Jiga Rare%BA+Farag%E3u
Rasul+Gamzatov Radu+Sava
R%E3us+Andreea+Valentina Elena+Valentina
Raveca+Vla%BAin Mihaela+Vlasin
Raven+De+Lajour Rene+Char
Ray+Hansell Raymonde+Han
Raymonde+Han Ray+Hansell
R%E3zvan+Codrescu R%E3zvan+Percec
R%E3zvan+Crihan R%E3zvan+Danc
R%E3zvan+Danc R%E3zvan+Isac
R%E3zvan+Duluman R%E3zvan+Danc
R%E3zvan+George+Miric%E3 R%E3zvan+Percec
R%E3zvan+Isac R%E3zvan+Danc
R%E3zvan+Malea R%E3zvan+Danc
R%E3zvan+Percec R%E3zvan+Pricop
R%E3zvan+Pricop R%E3zvan+Percec
R%E3zvan+Rachieriu R%E3zvan+Danc
R%E3zvan+Ventura R%E3zvan+Malea
R%E3zvan-Alexandru+Sab%E3u Alexandra+Laz%E3r
Rebeca+Cefalan Paul+Celan
Reesom+Haile Coman+Vasile
Reinhold+Niebuhr Richard+Wilbur
Rela+Dorian Gellu+Dorian
Relu+Cazacu Corneliu+Calciu
Relu+Mircea Nelu+Preda
Remus+Cr%E2%BAmaru Cornel+Cr%E2%BAmaru
Renata+Batko Renata+Verejanu
Renata+Verejanu Leon+Verane
Rene+Char Meng+Chiao
Rene+Depestre Rome+Deguergue
Riana+Irimie Ramona+Irimie
Richard+Armour Richard+Wilbur
Richard+Barnes Richard+Brautigan
Richard+Biby Richard+Wilbur
Richard+Brautigan Richard+Barnes
Richard+Provencher Richard+Armour
Richard+Wilbur Richard+Biby
Rita+Dove Sofia+Dobre
Rita+Dove+%28+1952-+%29%2Claureat%E3+a+premiului+Pulitzer+ Lisel+Mueller%2C1924-%2Claureat%E3+a+premiului+Pulitzer
Rita+Graban Alina+Gurban
Robert+Botsch Robert+Burns
Robert+Bridges Robert+Burns
Robert+Browning Robert+Bridges
Robert+Burns Robert+Bridges
Robert+Cravens Robert+Graves
Robert+Desnos Robert+Frost
Robert+Frost Robert+Burns
Robert+Goodwin Robert+Browning
Robert+Graves Robert+Cravens
Robert+H+Smith Robert+Botsch
Robert+Hayden Robert+Warren
Robert+Herrick Robert+W.+Service
Robert+Louis+Stevenson Robert+Louis+Stevenson%2C1850-1894
Robert+Louis+Stevenson%2C1850-1894 Robert+Louis+Stevenson
Robert+Penn+Warren Robert+Warren
Robert+Roanovszky Robert+Desnos
Robert+S.+Bise Robert+Bridges
Robert+%AAerban Tudor+%AAerban
Robert+Vivier Robert+Graves
Robert+W.+Service Robert+William+Service
Robert+Warren Robert+Penn+Warren
Robert+William+Service Robert+W.+Service
Robert-C%E3t%E3lin+Barbu C%E3t%E3lin+Cudalbu
Roberta+Sanders Robert+Bridges
Roberto+Kuzmanovic Robert+Roanovszky
Roberts%2C+Theodore+Goodridge Robert+Bridges
Robin+Hitchcock Ioana+Haitchi
Robinson+Jeffers Robinson+Jeffers%2C1887%961962
Robinson+Jeffers%2C1887+%96+1962 Robinson+Jeffers%2C1887%961962
Robinson+Jeffers%2C1887%961962 Robinson+Jeffers%2C1887+%96+1962
Rodian+Dr%E3goi Ion+Dr%E3goianu
Rodica+Avram Rodica+Cernea
Rodica+Cernea Rodica+Norocea
Rodica+Constantinescu Nicu+Constantinescu
Rodica+Danu Rodica+Dasc%E3lu
Rodica+Dasc%E3lu Rodica+Danu
Rodica+Elena+Lupu Rodica+Cernea
Rodica+Grigorie Mirela+Grigore
Rodica+Nicoleta+Ion Nicolae+Nicoleanu
Rodica+Norocea Carmen+Rodica+Norocea
Rodica+R%E3di%FEa+R%E3peanu Adriana+B%E3di%FE%E3
Rodica+Tr%E3istaru David+Tr%E3istaru
Rodica-Rita+Ruta Rodica+Danu
Roger+Casanatan Robert+Cravens
Rolf+Jacobsen Roxana+Iacob
Roman+Culai Norman+MacCaig
Roman+Regism Roman+Culai
Rome+Deguergue Rene+Depestre
Romeo+Aurelian+Ilie Aurelian+Silvestru
Romeo+Morari Ion+Moraru
Romi%FEa+M%E3lina+Constantin M%E3d%E3lin+Constantin
Romulus+Rapcea Romulus+Vulpescu
Romulus+Vulpescu Romulus+Rapcea
Rong+Rong Ramona+Ros
Rosa+Lentini Costantin+Noica
Roxana+Adina+Stroilescu Roxana+Stroilescu
Roxana+Apostol Ion+Apostu
Roxana+Breazu Roxana+Bulmez
Roxana+Bulmez Roxana+Breazu
Roxana+Cazan Roxana+Breazu
Roxana+Grigorescu Roxana+Stroilescu
Roxana+Iacob Leonid+Iacob
Roxana+Maria+Neacsa Roxana+Matiasi
Roxana+Matiasi Roxana+Maria+Neacsa
Roxana+Stroilescu Roxana+Adina+Stroilescu
Roxana+Yukki Roxana+Breazu
Roy+Fisher Joyce+Kilmer
Ruben+Bucoiu Eugenia+Bucur
Ruben+Dario Ruben+Bucoiu
Rucsandra+Rizescu Ruxandra+St%E3nescu
Rudy+Valentino Mihai+Valentin
Rudyard+Kipling Rudyard+Kippling%2C1865-1936
Rudyard+Kippling%2C1865-1936 Rudyard+Kipling
Rumi Radu+Ciu
Rumi+Mawlana Iulia+Balcanas
Rupi+Kaur Ruth+Kephart
Rusoiu+Raluca Romulus+Rapcea
Rusu+Constantin Marius+Constantin
Ruth+Kephart Rupi+Kaur
Ruxandra+Cesereanu Ruxandra+Dan
Ruxandra+Dan Ruxandra+Palade
Ruxandra+Larisa+Mure%BAan Andrei+Mure%BAanu
Ruxandra+Palade Ruxandra+Dan
Ruxandra+St%E3nescu Aurel+St%E3nescu
Ryszard+Grajek Ryszard+Krynicki
Ryszard+Krynicki Ryszard+Grajek
Sa%27di+Yusuf Ch%27u+Yuan
Saadi Stalin
Sabin+Sab%E3u Liana+Sab%E3u
Sabina+Hondru Mariana+Codru%FE
Safo+din+Lesbos Sorin+Despot
Saint-Pol-Roux Anatol+Codru
Salgado+Maranh%E3o Sa%BAa+Pan%E3
Salvatore+Quasimodo Savatie+Bastovoi
Samuel+Rogers Stan+Rougier
Samuel+Taylor+Coleridge Mary+Coleridge
Sanda+Nicucie Lavinia+Niculicea
Sanda+Tulics Sanda+Nicucie
Sandor+Petofi Sandro+Penna
Sandrina-Ramona+Ilie Ramona+Irimie
Sandro+Penna Sandor+Petofi
Sandu+C%E3tinean Radu+C%EErstea
Sandu+Chiva Radu+Chiorean
Sandu+Florin Danu+Florentina
Sanja+Cristea+Tiberian Dana+Cristei
Sappho Stephan+Roll
Sara+Teasdale Sara+Teasdale%2C+1884-1933
Sara+Teasdale%2C+1884-1933 Sara+Teasdale
Sa%BAa+Pan%E3 Daniela+Pan%E3
Savatie+Bastovoi Salvatore+Quasimodo
Saxon+White+Kessinger Sanja+Cristea+Tiberian
Schiller Sheila+Blair
Scurtu+Sorin+Izvora%BA Aron+Cotru%BA
Seamus+Heaney Paula+Hanes
Sebastian+Balaciu Sebastian+Butu
Sebastian+Butu Sebastian+Buzg%E3u
Sebastian+Buzg%E3u Sebastian+Butu
Sebastian+Marin Sebastian+Balaciu
Sebi+Pricop Stelu+Pop
Secu+Adina Munteanu+Adina
Septimiu+Pan Sergiu+Boian
%AAerban+Foar%FE%E3 %AAtefan+Nu%FE%E3
%AAerban+Gabriel Adria+Gabriela
%AAerban+Georgescu %AAerban+Moescu
%AAerban+Moescu %AAerban+Georgescu
Serghei+Esenin Serghei+Essenin
Serghei+Essenin Serghei+Esenin
Serghei+%DEurcan Andrei+%DEurcanu
Sergiu+Ardelean Sergiu+Bel
Sergiu+Bel Sergiu+Grey
Sergiu+Boian Sergiu+Bel
Sergiu+Grey Sergiu+Bel
Sergiu+Ivanov Sergiu+Boian
Sergiu+M%E3nu%BA Silvestru+Micl%E3u%BA
Sergiu+Some%BAan Silviu+Some%BAanu
Sever+Purcia George+Proca
Severin+Grigorii Florin+Grigoriu
Sf%E2nta+Tereza+de+Avila Sf%E2ntul+Brendan+Navigatorul
Sf%E2ntul+Brendan+Navigatorul Sf%E2ntul+Ioan+Iacob+Hozevitul
Sf%E2ntul+Francisc+de+Assisi Sf%E2nta+Tereza+de+Avila
Sf%E2ntul+Ioan+Iacob Sf%E2ntul+Ioan+Iacob+Hozevitul
Sf%E2ntul+Ioan+Iacob+de+la+Neam%FE Sf%E2ntul+Ioan+Iacob
Sf%E2ntul+Ioan+Iacob+Hozevitul Sf%E2ntul+Ioan+Iacob
Sf%E2ntul+Thomas+Morus%2Calias+Thomas+More Sf%E2ntul+Francisc+de+Assisi
Shanti+Nilaya Costantin+Noica
Sharon+McCutcheon Aaron+Stone
Sheila+Blair Mihaela+Blars
Shel+Silverstein Aurelian+Silvestru
Sheng+Xing Zhang+Jiuling
Sibiana+Mirela+Antoche Elisa+Mihaela+Iordache
Siegfried+Sassoon Pere+Besso
Silva+Kaputikian Silvia+Stan
Silvana+Andrada+Tcacenco Diana+Adriana+Matei
Silvestru+Micl%E3u%BA Sergiu+M%E3nu%BA
Silvia+Bebereche Silvia+Bitere
Silvia+Bitere Silvia+Miler
Silvia+Caloianu Silvia+Holotiuc
Silvia+Cuzum Silvia+Gur%E3u
Silvia+Goteanschii Silvia+Stan
Silvia+Gur%E3u Silvia+Cuzum
Silvia+Holotiuc Silvia+Caloianu
Silvia+Martha+Iordache Elisa+Mihaela+Iordache
Silvia+Miler Silvia+Bitere
Silvia+R%EE%BAnoveanu Liliana+Hinoveanu
Silvia+Stan Silvia+Van
Silvia+Urlih Silvia+Caloianu
Silvia+Van Silvia+Stan
Silvia+Velea Silvia+Van
Silvian+Dobre Sofia+Dobre
Silvie+Manole Lilia+Manole
Silviu+Berghiu Silviu+Petrache
Silviu+Ciortan Silvia+Stan
Silviu+Cr%E3ciuna%BA Stelu%FEa+Cr%E3ciun
Silviu+Dachin Liviu+Damian
Silviu+Obreja Silviu-Gabriel+Obreja
Silviu+Petrache Silviu+Dachin
Silviu+Some%BAanu Sergiu+Some%BAan
Silviu+Ungureanu Luigi+Ungureanu
Silviu-Gabriel+Obreja Silviu+Obreja
Simina+P%E3un-Moise%26%238206%3B Zenovia+Priboi%26%238206%3B
Simina+Popescu Crina+Popescu
Simina+Silvia+%AAcladan Cristina+Maria+%AAandru
Simion+Cozmescu Spiridon+Popescu
Simion+Cubolta Simion+Cozmescu
Simion+Felix+Mar%FEian Cornel+Marginean
Simion+Ioan%E3%BA Simona+Iag%E3r
Simona+B%E3lan Simona+Iag%E3r
Simona+Diana+%DE%EEru Simona+Iag%E3r
Simona+Epure Simona+Iag%E3r
Simona+Iag%E3r Simona+B%E3lan
Simona+Maria+Petri%BAor Simona+Petri%BAor
Simona+Marinescu Nicolae+Martinescu
Simona+Moise Simona+Marinescu
Simona+Paraschiv Elena+Paraschiv
Simona+Petri%BAor Simona+Maria+Petri%BAor
Simona+Sav Alina+Sava
Simona+St%E3nescu Florica+St%E3nescu
Sinziana+Hliboceanu Liliana+Hinoveanu
Snejana+Buiuc-Dornea %AAtefania+Burnea
Sofia+Dobre Silvian+Dobre
Sofia+Doina+Gavril%E3 Virginia+Radu+Gavril%E3
Sofocle Sofia+Dobre
Sonia+Kalman Simona+B%E3lan
Sonia+Popescu Simina+Popescu
Sophia+Elisa+Coreli Anca+Elisei
Sorana+Felicia+Petrescu Cornelia+Georgescu
Sorana+Topa Georgiana+Popa
Sorin+Cardy Sorin+Olariu
Sorin+Despot Sorin+Rus
Sorin+Dumitrache Dorin+Dumitru
Sorin+George+Vidoe Corina+Georgescu
Sorin+Ghinea Sorin+Golea
Sorin+Golea Sorin+Ghinea
Sorin+Hagianu Viorica+Hagianu
Sorin+Lucaci Sorin+Lupu
Sorin+Lupu Sorin+Rus
Sorin+M%E3d%E3lin+Birceanu M%E3d%E3lina+Boca
Sorin+Oancea Sorina+Oanta
Sorin+Olariu Sorin+Hagianu
Sorin+Ovidiu+Bota Ovidiu+Hortopan
Sorin+Rus Florian+Ruse
Sorin+%AAomandra Sorin+Oancea
Sorin+Stoica Dorina+Stoica
Sorin+Tilita+Dolhesti Sorin+Despot
Sorina+H%E3loiu Ilorian+P%E3unoiu
Sorina+Oanta Sorin+Oancea
Sorina+R%EEnda%BAu Dorina+%AAi%BAu
Spike+Milligan Emile+Nelligan
Spike+Milligan+%28+1918+%962002+%29 Spike+Milligan
Spiridon+Popescu Spiridon+Voinescu
Spiridon+Voinescu Spiridon+Popescu
Sri+Chinmoy Sorin+Ghinea
%AAt.O.+Iosif A.R.+Ammons
Stacey+Lory Jacob+Nordby
Stalin Stan+Crina
Stan+Crina Stoican+Cristian
Stan+Rougier Samuel+Rogers
Stana+Lenu%FEa+Buha Constan%FEa+Buzea
Stanislav+Li Stanislaw+Grochowiak
Stanislaw+Grochowiak Stanislav+Li
Stanis%B3aw+Jerzy+Kuli%9C Stanislaw+Grochowiak
Stanley+Jasspon+Kunitz Tania+Felicia+Kubitza
%AAtefan+Agachi %AAtefan+Baciu
Stefan+Al.+Sasa Stefan+Tabacu
%AAtefan+Augustin+Doina%BA %AAtefan+Doroftei+Doimneanu
%AAtefan+Baciu %AAtefan+Agachi
%AAtefan+Badea %AAtefan+Mandale
Stefan+B%E3iatu %AAtefan+Bal%E3u
%AAtefan+Bal%E3u %AAtefania+Pu%BAcal%E3u
%AAtefan+Cazimir %AAtefan+Irimia
%AAtefan+Ciobanu %AAtefan+Sitaru
%AAtefan+Ciuculescu %AAtefan+Marinescu
%AAtefan+Dima %AAtefan+Irimia
%AAtefan+Doroftei+Doim%E3neanu %AAtefan+Doroftei+Doimneanu
%AAtefan+Doroftei+Doimneanu %AAtefan+Doroftei+Doim%E3neanu
%AAtefan+Eparu %AAtefan+Sitaru
Stefan+Gorban Stela+Cioban
%AAtefan+Irimia %AAtefan+Dima
Stefan+Jurkowski Barbara+Jurkowska
%AAtefan+Mandale %AAtefan+Badea
%AAtefan+Marinescu Angela+Marinescu
%AAtefan+Mitroi %AAtefan+Sitaru
%AAtefan+Munteanu %AAtefania+Burnea
%AAtefan+Nu%FE%E3 %AAtefan+Bal%E3u
%AAtefan+Onofrei %AAtefan+Irimia
%AAtefan+Petic%E3 %AAtefan+Petrea
%AAtefan+Petrea %AAtefan+Badea
%AAtefan+Radu+Mu%BAat %AAtefan+Badea
%AAtefan+Silva %AAtefan+Sitaru
%AAtefan+Sitaru %AAtefan+Eparu
Stefan+Tabacu Stefan+Gorban
Stefan+Zagiel Stan+Rougier
%AAtefan+Zeletin %AAtefan+Petic%E3
%AAtefan-Cornel+Rodean %AAtefan+Badea
%AAtefania+Adela+Pop %AAtefan+Badea
%AAtefania+Burnea %AAtefan+Badea
%AAtefania+Pavelescu %AAtefan+Ciuculescu
%AAtefania+Pu%BAcal%E3u %AAtefan+Bal%E3u
%AAtef%E3ni%FE%E3+Ovidiu+Juncu %AAtefan+Nu%FE%E3
Stej%E3rel+Ionescu Gabriel+Ionescu
Stela+Cioban Stefan+Gorban
Stelan+Platon Stelian+Platon
Stelian+Filip Stelian+Miclea
Stelian+Gabor Stelian+Platon
Stelian+Miclea Stelian+Filip
Stelian+Nec%BAoi Stelian+Negomireanu
Stelian+Negomireanu Stelian+Nec%BAoi
Stelian+Platon Stelan+Platon
Stelian+Stancu Cristian+Stancu
Stelic%E3+Romaniuc Mitic%E3+Ion
Stelu+Pop Stelan+Platon
Stelu%FEa+Cr%E3ciun Vera+Cr%E3ciun
Stephan+Roll Stephane+Mallarme
Stephane+Mallarme Stephan+Roll
Stephanie+Bennet-Henry Stephenie+Meyer
Stephen+Crane Stephen+Foster
Stephen+Foster Stephenie+Meyer
Stephenie+Meyer Stephen+Foster
Stoican+Cristian Ioan+Cristian
Su+Shi Sandu+Chiva
Subhendu+Kar Ruben+Dario
Sui+Hui%2C627-650 Louis+MacNeice%2C1907-1963
Sully+Prudhomme Silviu+Petrache
Swami+Vivekananda Ramaiana+Pana
Sylvia+Earle Alina+Tarlev
Sylvia+Plath Stelian+Platon
Sylvia+Plath%2C1932-1963 Sylvia+Plath
T%27ao+Ch%27ien Radu+Chiorean
T.+Constantin+Georgescu Constantin+Georgescu
T.+O.+Bobe Al.+O.+Teodoreanu
T.S.+Eliot W.S.+Gilbert
Tabb%2C+John+Banister%2C+1845+-+1909 William+Butler+Yeats%2C+1865+-+1939
Tadeusz+Borowski Tadeusz+Nowak
Tadeusz+Gajcy Tadeusz+Nowak
Tadeusz+Kijonka Tadeusz+Nowak
Tadeusz+Nowak Tadeusz+Sliwiak
Tadeusz+Olszewski Tadeusz+Borowski
Tadeusz+Rozewicz Tadeusz+Olszewski
Tadeusz+Sliwiak Tadeusz+Nowak
Tai+Bu Maria+Buzu
Takaha+Shugyo Tamara+Zub
Tamara+Negura Tamara+Zub
Tamara+Tomiris+Gorincioi Daniel+Cosmin+Grinczveig
Tamara+Zub Tamara+Negura
Tania+Felicia+Kubitza Sorana+Felicia+Petrescu
Tania+Ramon Sonia+Kalman
Tania+Scutaru Adriana+Butnariu
Taran+Grigore+Alexandru Grigore+Alexandrescu
Taras+%AAevcenko Mariana+%AAerban
Taro+Aizu Tai+Bu
Tatian+Miu%FE%E3 Diana+Ni%FE%E3
Tatiana+Afanasie-Cr%E3ciun Bianca+Cr%E3ciun
Tatiana+Gradinaru Adriana+Vadineanu
Tatiana+Stepa Tiana+Badea
Ted+Hughes Langstone+Hughes
Ted+Kooser Ted+Sheridan
